instance_id,n,target_ratio,threshold,marked_count,rho_tau,eps_model,oracle_cost_norm,k_star,p_target_eff,normalized_cost,normalized_resource_per_target_hit,eta_res
n8_d25_s17,8,0.9,36,8,0.03125,0.0,6.727171322029715,3,0.8969365358352662,24.181513966089145,26.96011702050945,0.8425036568909205
n8_d25_s17,8,0.9,36,8,0.03125,0.0,8.35419025941931,0,0.03125000000000001,1.0,31.999999999999993,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.0,10.374716437208077,0,0.03125000000000001,1.0,31.999999999999993,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.0,12.883922655594034,0,0.03125000000000001,1.0,31.999999999999993,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.0,16.0,0,0.03125000000000001,1.0,31.999999999999993,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,0.5,3,0.8704280550778055,5.5,6.318730155714441,0.19598490469932148
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,0.620928906036742,3,0.8704280550778055,5.862786718110226,6.73552131495367,0.20891230840386915
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,0.7711054127039704,3,0.8704280550778055,6.313316238111911,7.25311667205807,0.2249663056841894
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,0.9576032806985736,3,0.8704280550778055,6.87280984209572,7.895896509771133,0.24490308762176155
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,1.189207115002721,3,0.8704280550778055,7.567621345008162,8.694137672678428,0.26966173601854104
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,1.4768261459394993,3,0.8704280550778055,8.430478437818499,9.685439696753477,0.3004084569464624
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,1.8340080864093424,3,0.8704280550778055,9.502024259228028,10.91649585947533,0.3385915125264447
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,2.2775772695133836,3,0.8704280550778055,10.832731808540151,12.44529257225267,0.3860094383872818
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,2.8284271247461903,3,0.8704280550778055,12.485281374238571,14.343840713087472,0.4448957600498836
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,3.5125043207466,3,0.8704280550778055,14.537512962239798,16.701567553380762,0.5180241986308578
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,4.362030930661032,3,0.8704280550778055,17.086092791983095,19.629529048734312,0.6088393213673764
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,5.41702218774757,3,0.8704280550778055,20.25106656324271,23.265640905189475,0.7216187909921342
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,6.727171322029715,3,0.8704280550778055,24.181513966089145,27.781174819701345,0.8616748563871441
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,8.35419025941931,0,0.031016501713098082,1.0,32.24090225422508,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,10.374716437208077,0,0.031016501713098082,1.0,32.24090225422508,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,12.883922655594034,0,0.031016501713098082,1.0,32.24090225422508,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00025,16.0,0,0.031016501713098082,1.0,32.24090225422508,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.0005,0.5,3,0.8447030183255713,5.5,6.511164137784757,0.2004445479014702
n8_d25_s17,8,0.9,36,8,0.03125,0.0005,0.620928906036742,3,0.8447030183255713,5.862786718110226,6.940648477534563,0.2136661151189725
n8_d25_s17,8,0.9,36,8,0.03125,0.0005,0.7711054127039704,3,0.8447030183255713,6.313316238111911,7.474006960016081,0.2300854216558823
